,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
5356,Sum 41,Does This Look Infected?,The Hell Song,5jVKpqA8ARnVuMmt8yTyGi,0.361,0.916,8,-6.248,0,0.0771,0.000129,0.0129,0.206,0.643,173.407,199187,4,4.0
5357,Kero Kero Bonito,Time 'n' Place,Only Acting,7DvT05Yuh8SCHlvL1jLhwB,0.677,0.723,7,-5.111,1,0.182,0.0572,0,0.268,0.474,124.01,229855,4,8.0
5358,Kero Kero Bonito,Bonito Generation,Lipslap,2oZHqyiEdQvZimjrdQrEtF,0.812,0.828,4,-4.984,0,0.0706,0.0343,0.00104,0.347,0.909,124.035,219677,4,14.0
5359,Bobby Caldwell,What You Won't Do for Love,What You Won't Do for Love,6Dk5fHTvH897XrVzCO64Mx,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,286493,4,16.0
5360,Riton,Foreign Ororo (Special Edition),Fake ID,4qq73N1TKocRaYGQS23b9u,0.746,0.862,8,-6.11,1,0.0776,0.21,0.0363,0.225,0.604,122.011,246970,4,8.0
5361,Frankie Goes To Hollywood,Welcome To The Pleasuredome,Relax,2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4,14.0
5362,Thompson Twins,Into The Gap,Hold Me Now,1B1Y52ftMyCmgjPsEMQDqq,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,286667,4,16.0
5363,Faces,The Best of Faces: Good Boys When They're Asleep,Ooh La La - 2004 Remaster,6TNNMVpOgn8K5NoDC7alG6,0.603,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214960,4,16.0
5364,War,Why Can't We Be Friends?,Low Rider,7Bz8yww6UMbTgTVLG6zbI4,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075,190827,4,2.0
5365,Tommy James & The Shondells,Anthology,Draggin' the Line,5KcWjNtUm8gnNEMsfAYxlt,0.68,0.519,1,-11.437,0,0.066,0.0504,1.13e-05,0.197,0.667,114.533,165867,4,17.0
5366,A Perfect Circle,Thirteenth Step,The Outsider,6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,246000,4,2.0
5367,STRFKR,"Being No One, Going Nowhere",Open Your Eyes,6Xsb9aRVcplkXY4MPDOaS5,0.67,0.756,0,-4.299,0,0.0322,0.00549,0.599,0.152,0.402,129.988,232947,4,2.0
5368,MF DOOM,Best of Mf,Doomsday,70We9AqHenA4jcmXmKzJnZ,0.852,0.816,6,-7.809,0,0.319,0.105,0,0.0794,0.849,95.415,298073,4,0.0
5369,Stevie Ray Vaughan,Texas Flood (Legacy Edition),Pride and Joy,1a2iF9XymafjRk56q7oCxo,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,4,8.0
5370,Buckethead,Crime Slunk Scene,Soothsayer (Dedicated to Aunt Suzie),5VBwLOZDyDWInNYIUniuZG,0.23,0.766,10,-3.849,0,0.0398,0.000424,0.838,0.159,0.227,151.106,544800,4,2.0
5371,Unknown Mortal Orchestra,Sex & Food,Hunnybee,6AAYNz8jXvVlgG9IpYi42Z,0.956,0.377,6,-7.965,1,0.0804,0.566,0.414,0.313,0.566,119.993,268333,4,16.0
5372,Maroon 5,If I Never See Your Face Again,If I Never See Your Face Again,3jmHMBoFlXy3swI6d9DCxQ,0.767,0.807,6,-3.066,1,0.0389,0.00408,1.19e-06,0.117,0.902,106.008,198413,4,8.0
5373,Gorillaz,Gorillaz,5/4,5Q10MhatY5DkgBfbWUkRpN,0.798,0.922,0,-3.382,1,0.0364,0.0948,0.000274,0.0698,0.805,96.4,162080,5,3.0
5374,Roy Blair,Cat Heaven,Grow Up,3vwqetWRrTEz67QBY5t6Tv,0.69,0.346,1,-9.018,1,0.0361,0.0699,0.000104,0.195,0.397,91.997,157826,4,10.0
5375,The Limiñanas,"(I've Got) Trouble In Mind: 7"" and Rare Stuff 2009/2014",(I've Got) Trouble In Mind,3v79dduat8pGToccCTOhx8,0.673,0.923,6,-6.0,1,0.179,0.113,0,0.109,0.36,144.233,209640,4,1.0
5376,The Limiñanas,Shadow People,Shadow People (feat. Emmanuelle Seigner),4plnlguZE2nUY46FLYAr7m,0.472,0.624,0,-6.626,1,0.0264,0.000124,0.0521,0.129,0.504,93.297,191627,4,10.0
5377,The Limiñanas,Down Underground - LP's 2009 / 2014,Mobylette,5sf3RewYZOjw9pE1XjvuGO,0.485,0.924,11,-5.839,0,0.0398,0.000203,0.545,0.407,0.459,137.179,234760,4,4.0
5378,Billy Idol,Greatest Hits,Dancing With Myself - EP Version,7DxFABDwGKY91Mx8uZ2YUH,0.442,0.878,4,-6.382,1,0.083,0.00186,0,0.583,0.869,176.875,290427,4,7.0
5379,Jennifer Lopez,J.Lo,Love Don't Cost a Thing,1fgvJXlcZ7uIddMpqsqw0L,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227,4,17.0
5380,Alicia Keys,The Element Of Freedom,Un-thinkable (I'm Ready),4JOP8ELK6AaeySe7sKe996,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097,249240,4,16.0
5381,Cage The Elephant,Ready To Let Go,Ready To Let Go,2QoDAlMnML5haTXvYRS86X,0.72,0.893,1,-3.279,1,0.0376,0.0109,2.52e-05,0.0729,0.795,100.96,187973,4,3.0
5382,Donell Jones,Where I Wanna Be,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",5PMKzsUsTpZZGsCcJBuhP2,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,243733,4,14.0
5383,Childish Gambino,Kauai,Sober,5NhlpQ6BOIz3S5welptk1W,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,252026,4,7.0
5384,JAY-Z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,Numb / Encore,5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,205733,4,7.0
5385,Bad Bunny,X 100PRE,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,0.0
5386,Dela,Atmosphere Airlines Vol.1,La Bonne Attitude,3qui9azjjFN4uKPT3Mm4Lt,0.751,0.545,1,-6.552,1,0.0847,0.00636,0.314,0.48,0.465,97.014,200183,4,7.0
5387,Mystery Skulls,Forever,Magic (feat. Nile Rodgers and Brandy),50rdn3WBWEzRLavq6tQD4K,0.67,0.906,0,-3.693,0,0.0615,0.181,0.000299,0.394,0.722,115.996,268787,4,17.0
5388,Mystery Skulls,Forever,Ghost,63TVmH2fC4DpbnH5o3p8qi,0.667,0.611,6,-4.798,0,0.0335,0.0328,0.0353,0.0963,0.269,119.97,259080,4,13.0
5389,Rob Thomas,Chip Tooth Smile,One Less Day (Dying Young),2ZSmbG7hYBy2ObB41JQ3WW,0.61,0.919,7,-4.707,1,0.0469,0.00145,3.23e-05,0.192,0.495,111.998,184893,4,8.0
5390,The Andrews Sisters,Rarities,Boogie Woogie Bugle Boy,3axPhcbhVDOA9MnhkUrFcE,0.64,0.479,7,-11.55,1,0.467,0.881,0.000171,0.0973,0.79,166.868,161933,4,0.0
5391,Rod Stewart,Some Guys Have All the Luck,Young Turks - 2008 Remaster,28OaEH5Baa8RRloKvFGBWu,0.641,0.821,5,-8.783,0,0.0325,0.274,0.487,0.138,0.705,161.143,302413,4,2.0
5392,Prince,The Truth,Dionne,2QcdtGglhxepJIs0P37E5N,0.725,0.314,7,-8.482,1,0.0417,0.626,6.69e-05,0.108,0.548,119.331,193973,4,16.0
5393,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,Sometimes It Snows in April,1Az0fhiWi0EVS4cZ3FF20X,0.494,0.0644,4,-23.939,1,0.0402,0.833,0,0.0969,0.0622,103.757,409000,4,11.0
5394,Peter Gabriel,So (Remastered),Sledgehammer,029NqmIySn1kOY305AAhxT,0.657,0.685,1,-5.203,1,0.0334,0.0246,0,0.037,0.424,96.458,313533,4,10.0
5395,Howard Jones,Dream Into Action,Things Can Only Get Better,1RbOObDFn7GOseR1w529Zj,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,235827,4,8.0
5396,Julian Lennon,Valotte,Too Late For Goodbyes,2SPU97neddixGZ3wCMLAwx,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,214645,4,14.0
5397,Billy Joel,The Stranger (Legacy Edition),Movin' Out (Anthony's Song),16GUMo6u3D2qo9a19AkYct,0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,210760,4,17.0
5398,Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness (Deluxe Edition),Driving Through A Dream,2egfuKzYioMmXppqkzc5Ve,0.645,0.815,8,-5.836,1,0.0269,0.00252,0.0023,0.144,0.727,127.996,251368,4,8.0
5399,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Take A Look Around,2IlLgGWbT6jYEsw7RQrGEH,0.476,0.859,11,-5.573,1,0.0478,0.0211,0.297,0.109,0.506,101.982,320400,4,19.0
5400,Heart,Heart,These Dreams,22wWxHGHRH8gZXNDXRgSqY,0.535,0.532,11,-9.865,1,0.0291,0.508,0,0.0868,0.3,79.106,254476,4,19.0
5401,Wang Chung,Mosaic,Everybody Have Fun Tonight,6qBSGvyUzqNQv8XtnzCr9n,0.728,0.619,9,-12.265,1,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,287360,4,8.0
5402,Incubus,"If Not Now, When?",Adolescents,7CBD8biut3IwSJDfhKHLoH,0.525,0.758,1,-6.671,1,0.0323,0.0567,0.00264,0.0944,0.386,159.996,288840,3,5.0
5403,Kenny Loggins,The Essential Kenny Loggins,"I'm Alright (Theme from ""Caddyshack"")",1UveyJanND5TdsO87bI32l,0.558,0.867,7,-6.439,1,0.0449,0.0902,0,0.378,0.942,163.213,227040,4,1.0
5404,Queens of the Stone Age,Songs For The Deaf,Song For The Dead,37gG4GPeTRPKKdXYx3zTRC,0.355,0.926,5,-5.662,1,0.0722,0.167,0.453,0.383,0.231,106.612,352453,4,10.0
5405,Elvenking,The Scythe,Dominhate,4qoMwBj3DlZhJy6ytS988o,0.53,0.918,7,-4.881,0,0.0421,2.54e-05,9.52e-05,0.152,0.434,112.041,537147,4,13.0
5406,Christopher Larkin,Hollow Knight (Original Soundtrack),Greenpath,6fyI2QGPzUiqRHnuYD7oOp,0.453,0.295,4,-16.465,0,0.0354,0.889,0.861,0.256,0.273,169.851,217013,3,6.0
5407,Thomas Newman,Lemony Snicket's: A Series of Unfortunate Events (Music from the Motion Picture),Drive Away (End Title),4zAA4fAncZFevgO33c2Hte,0.649,0.393,5,-14.033,0,0.0308,0.782,0.012,0.0873,0.415,102.018,304947,4,11.0
5408,Calvin Harris,18 Months,Let's Go (feat. Ne-Yo),4wkQmYpAaMe41Rc3sYZ7Vz,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800,4,14.0
5409,Daddy Yankee,Con Calma,Con Calma,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,14.0
5410,Eddie Money,Eddie Money,Baby Hold On,5ZYvcJ04ccUw2Matbnmu0U,0.642,0.641,2,-12.444,1,0.049,0.154,1.23e-06,0.0475,0.85,120.316,210827,4,3.0
5411,Genesis,Invisible Touch,Land Of Confusion - Remastered 2007,2oiMNaVCul7qmMzpRStjCg,0.619,0.939,1,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,286320,4,3.0
5412,iamjakehill,Solace,Solace,5rFnzZlxbvAGokiyT9iFyv,0.691,0.516,11,-9.133,0,0.0653,0.646,0,0.115,0.434,93.985,154706,4,13.0
5413,Blondie,Autoamerican,The Tide Is High - Remastered,3lGBRoe3c6oV398Xwgf7c7,0.777,0.8,11,-5.803,1,0.0276,0.181,0.00204,0.201,0.969,96.674,280267,4,8.0
5414,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),All The Things She Said,4bJygwUKrRgq1stlNXcgMg,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,13.0
5415,Avenged Sevenfold,Avenged Sevenfold,A Little Piece of Heaven,1BLfQ6dPXmuDrFmbdfW7Jl,0.486,0.881,2,-5.623,0,0.0474,0.0244,0,0.429,0.667,144.997,480707,4,4.0
5416,Philipp Beesen,The Happening,The Happening,4e5J0T8B1gZtI1UlVlZCoW,0.496,0.886,7,-7.681,1,0.0333,0.000538,0.92,0.116,0.917,139.99,232242,4,2.0
5417,The Cure,Disintegration (Deluxe Edition),Fascination Street - Remastered,2wanmHGKh4DFoOd04Klvuv,0.506,0.909,0,-5.746,0,0.08,0.00145,0.457,0.17,0.499,100.101,315187,4,17.0
5418,The Cure,Disintegration (Remastered),Prayers For Rain - Remastered,7mJ8LgmL8VX9jJGgqbbzFv,0.565,0.68,7,-7.609,1,0.0269,0.0046,0.0936,0.076,0.121,116.973,367427,4,19.0
5419,The Cure,Disintegration (Deluxe Edition),Plainsong - Remastered,4gcfxHL1iRgP0RHCDYMNIo,0.361,0.428,0,-9.282,1,0.0306,0.00451,0.66,0.0879,0.125,86.884,317347,4,2.0
5420,The Cure,Disintegration (Deluxe Edition),Closedown - Remastered 2010,5QQ1xEicGlqmohDyieelbp,0.521,0.755,4,-7.223,1,0.0272,0.319,0.769,0.129,0.617,93.986,258347,4,2.0
5421,The Cure,Disintegration (Remastered),Last Dance - Remastered,5wogpGnbWL89uAlRviQWJL,0.331,0.772,9,-6.376,0,0.0546,0.474,0.576,0.338,0.545,184.031,283880,4,4.0
5422,The Cure,Disintegration (Deluxe Edition),The Same Deep Water As You - Remastered,5hQskJiPdUoypb4CaSUcpj,0.338,0.812,9,-8.363,0,0.0767,0.505,0.33,0.945,0.173,199.797,562133,4,7.0
5423,The Cure,Disintegration (Deluxe Edition),Disintegration - Remastered,5LO3M8pfuprpwNN1p3tuxW,0.59,0.943,2,-5.941,1,0.056,0.32,0.0291,0.366,0.128,122.016,499853,4,10.0
5424,Gary Numan,The Pleasure Principle,Cars,4QQEzkxcONBthDLfzqIh9S,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,238907,4,3.0
5425,Assemblage 23,Defiance,Drive,1KmpHoaiMKsfrxQoXiflhX,0.517,0.856,9,-8.848,1,0.0297,0.0073,0.0167,0.0965,0.419,129.99,311480,4,19.0
5426,BAYONETTA,BAYONETTA Original Soundtrack (Vol. 1),Theme Of Bayonetta - Mysterious Destiny,6VIX3OzSOaQPd1kp3GasbY,0.437,0.922,0,-6.688,1,0.0394,0.0435,0.17,0.306,0.815,139.996,171653,4,3.0
5427,Sum 41,"All Killer, No Filler",Fat Lip,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.505,178267,4,1.0
5428,Mumford & Sons,Babel (Deluxe Version),For Those Below - Bonus Track,0yWexgCswlhweroA1bnPz3,0.518,0.451,2,-9.592,1,0.0282,0.558,0.00314,0.136,0.331,116.548,215837,4,16.0
5429,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,0.741,0.845,5,-3.568,0,0.0381,0.15,0,0.174,0.926,129.939,233613,4,14.0
5430,Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,4,8.0
5431,Muse,Black Holes and Revelations,Supermassive Black Hole,3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,4,8.0
5432,Rob Thomas,Something to Be,Lonely No More,4faFAhOflLzhfJECveRwva,0.551,0.896,9,-3.152,0,0.109,0.033,0,0.0899,0.858,171.79,226640,4,4.0
5433,Rob Thomas,Something to Be,Streetcorner Symphony,20117nklRrpujknMRpueYQ,0.633,0.886,1,-3.892,1,0.0456,0.109,0,0.0438,0.753,81.811,247827,4,3.0
5434,Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,231547,4,10.0
5435,The Maine,Lovely Little Lonely,Don't Come Down,47ojH5LeQhl1ZltSAHBEFF,0.606,0.907,9,-4.067,1,0.0675,0.0367,1.83e-06,0.364,0.69,115.048,192826,4,8.0
5436,The B-52's,B-52's,Rock Lobster,0rme3FLbw5o1KLXpJzivjS,0.603,0.814,8,-11.51,1,0.048,0.0462,0.0265,0.0509,0.486,92.24,412033,4,19.0
5437,Josh A,Heartbreaks,Heartbreaks,14BKLVOsUwAbk1S1x8vmgt,0.612,0.722,5,-7.498,0,0.0401,0.298,0,0.0903,0.604,146.995,189702,4,17.0
5438,BTS,Love Yourself 轉 'Tear',134340,1MX0g22bQkr9HDVe37fLnN,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,230063,4,14.0
5439,New Order,Singles (2016 Remaster),Blue Monday - 2016 Remaster,1RSy7B2vfPi84N80QJ6frX,0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27,450800,4,2.0
5440,Florence + The Machine,Lungs (Deluxe Version),You've Got The Love,244AvzGQ4Ksa5637JQu5Gy,0.574,0.694,6,-4.697,1,0.0327,0.00481,0,0.102,0.401,109.85,168667,4,19.0
5441,AHS Project,American Horror Story,American Horror Story Theme (Long Version),4wTdIPoTgldrXGQN5Nzg7q,0.393,0.593,7,-10.933,1,0.0353,0.000293,0.173,0.107,0.166,131.092,185020,4,19.0
5442,Bastille,All This Bad Blood,Of The Night,7BNDyzwDboNRR2wmd7GSew,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,214206,4,17.0
5443,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4,1.0
5444,The Killers,Direct Hits,Shot At The Night,2aZ2Co4NeQRsqWcU930zHT,0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507,4,1.0
5445,R.E.M.,Automatic For The People,Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,3,15.0
5446,AHS Project,American Horror Story,"Dominique (Vocal Version) [From ""American Horror Story""]",3kW2stlIiu7QSJD0qmWVOP,0.756,0.668,8,-5.035,1,0.0335,0.642,0,0.267,0.809,132.035,177800,4,8.0
5447,Various Artists,Instant Karma: The Amnesty International Campaign To Save Darfur (Standard Version),Working Class Hero,1rls1uw64JiGI2O7MZABWj,0.3,0.643,11,-6.164,0,0.0366,0.0063,1.81e-06,0.147,0.211,108.798,263733,4,13.0
5448,Alexandre Desplat,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",Lily's Theme,3Ra4rkq1ExwPXwrPQeHBWg,0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93,148813,4,6.0
5449,Bonnie Dune,Miramar,Maybe Tonight,1yTQtigNHCk8DLYYfzwb4i,0.383,0.886,8,-5.826,1,0.0557,0.00045,2.6e-05,0.0814,0.697,151.945,183787,4,1.0
5450,Bonnie Dune,Miramar,Burn It Down,1WngGsM25V7Xi8Lh767fJj,0.538,0.674,7,-7.308,1,0.032,0.00652,0.00123,0.116,0.249,114.012,244547,4,19.0
5451,Bonnie Dune,Miramar,Endless Summer,33UXkZouNjA66xZmjDUSPd,0.507,0.742,5,-5.226,1,0.0301,0.00275,0.0032,0.226,0.563,139.901,163480,4,1.0
5452,Bonnie Dune,Miramar,Shadow of a Man,4SRMMUyBaRbcOOUAvtPK6b,0.525,0.634,4,-7.445,1,0.0384,0.0162,0.00141,0.112,0.129,120.988,236120,4,10.0
5453,Bonnie Dune,Miramar,Free,3qVYPG7d8CKtmn6LwKFGMd,0.457,0.615,0,-6.627,1,0.0273,0.00032,9.07e-05,0.242,0.401,137.045,271720,4,10.0
5454,Bonnie Dune,Miramar,No Light,6GNSTrY6cfGTEbbjoVCpop,0.543,0.642,7,-7.614,1,0.0307,0.00664,0.0129,0.131,0.206,121.937,205707,4,19.0
5455,Kings of Leon,Only By The Night,Closer,47jpI85aNpUG0KDLpTPVEq,0.398,0.768,11,-4.624,0,0.0392,0.469,2.02e-05,0.106,0.235,108.685,237480,5,13.0
5456,RY X,Dawn,Berlin,57A6HbITtifBco2NbF7Qq8,0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313,174172,4,11.0
5457,Kodaline,In A Perfect World (Expanded Edition),High Hopes,6KkyuDhrEhR5nJVKtv9mCf,0.488,0.487,4,-6.371,1,0.0305,0.577,0,0.193,0.219,77.278,230267,4,11.0
5458,Summer Heart,About A Feeling,I Wanted You To Stay On The Other Side,3XIokimBz1CagC0HX4lAwD,0.509,0.496,11,-10.413,1,0.0779,0.195,0.88,0.126,0.385,90.062,246667,4,2.0
5459,MS MR,Secondhand Rapture,Hurricane,35aNHKBZWXXbL9KQK7O5Nk,0.564,0.68,2,-6.487,1,0.0357,0.231,0.000179,0.247,0.262,89.938,226373,4,10.0
5460,Snow Patrol,A Hundred Million Suns,The Golden Floor,2Bilkdhlz7iNAHcNGUdrt2,0.737,0.709,7,-9.756,1,0.035,0.299,0.0018,0.11,0.504,105.961,197907,4,8.0
5461,Sleeping At Last,I'm Gonna Be (500 Miles),I'm Gonna Be (500 Miles),09MdiypXlcb1kohV3cO03p,0.413,0.202,4,-14.05,1,0.0444,0.951,0,0.125,0.266,128.767,212045,5,11.0
5462,Junip,Junip,Line of Fire,6qnY4BjKuT0aFBdDSbXl2q,0.485,0.744,2,-8.049,1,0.0409,0.464,0.553,0.122,0.263,90.292,339293,4,2.0
5463,Bear's Den,Agape,When You Break,26X9sBKoalJBEPQ4CqZzPU,0.507,0.508,5,-10.951,0,0.0443,0.582,0.00303,0.124,0.155,141.023,285678,4,11.0
5464,Agnes Obel,Aventine,Dorian,0ZilhIkx5dOgRSi7GdnKqp,0.622,0.246,6,-17.574,0,0.0339,0.963,0.363,0.102,0.176,122.986,288334,4,11.0
5465,The Temper Trap,Conditions,Soldier On,4mOGfe5AempxVX2Vt5aAdc,0.239,0.444,11,-7.215,0,0.0307,0.45,0.172,0.114,0.0648,80.561,358680,4,13.0
5466,The Cinematic Orchestra,Ma Fleur,To Build A Home,54KFQB6N4pn926IUUYZGzK,0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,371320,4,11.0
5467,The Neighbourhood,I Love You.,Female Robbery,4T5ndvmuR4lpEYTIQEMp7F,0.52,0.894,7,-3.14,0,0.0274,0.00775,0.375,0.256,0.381,88.109,209493,4,13.0
5468,Daughter,The Wild Youth EP,Home,7D6eIQoh51AkAPfhhp3fYW,0.677,0.427,7,-11.682,0,0.0259,0.244,0.17,0.17,0.253,103.628,258879,4,13.0
5469,Halls,Ark,Roses for the Dead,4evmZvoDPdFiXXZB0jubOh,0.487,0.808,7,-10.009,1,0.238,0.561,0.796,0.184,0.0858,119.668,252480,4,2.0
5470,Band of Horses,Everything All The Time,The Funeral,5lRzWDEe7UuedU2QPsFg0K,0.319,0.757,0,-6.117,0,0.0432,0.016,0,0.102,0.101,122.465,322173,4,10.0
5471,Band of Horses,Cease To Begin,No One's Gonna Love You,2IvNxLl01CTAfCOA103Tgx,0.313,0.894,1,-3.579,1,0.0294,0.122,0,0.0925,0.363,149.044,217333,4,10.0
5472,Band of Horses,Cease To Begin,Is There A Ghost,7fgOmdonXZap1Kuz7hs3O1,0.299,0.843,1,-3.841,1,0.0354,0.0049,4.78e-06,0.079,0.139,135.643,179667,4,10.0
5473,Band of Horses,Infinite Arms,On My Way Back Home,5qJw5V16ISycNIENMO1RD0,0.556,0.609,0,-7.831,1,0.0292,0.605,0.0518,0.105,0.198,123.989,208933,4,10.0
5474,Kodaline,In A Perfect World (Expanded Edition),One Day,0KMCr7N42xmCZBW0re2m7y,0.478,0.749,3,-5.554,1,0.0282,0.0839,0.00135,0.111,0.324,96.007,255560,4,10.0
5475,Kodaline,In A Perfect World (Expanded Edition),All I Want,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,3,5.0
5476,Autoheart,Punch,Moscow,4ylE1Sl2wohbCvToD1fHsl,0.715,0.611,0,-8.302,1,0.0324,0.183,8.51e-06,0.0786,0.817,103.987,234572,4,3.0
5477,The Neighbourhood,I Love You.,Float,2VfunQovEfvwSO4kfXkhmS,0.534,0.882,8,-4.151,0,0.0744,0.0322,0.000114,0.16,0.45,123.897,261200,4,4.0
5478,Elvis Presley,Blue Hawaii,Can't Help Falling in Love,44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3,15.0
5479,Hans Zimmer,Inception (Music From The Motion Picture),Time,6ZFbXIJkuI1dVNWvzJzown,0.221,0.0879,7,-16.996,1,0.0381,0.155,0.698,0.0869,0.0401,126.622,275547,4,6.0
5480,Milo Greene,Milo Greene,1957,08cXy6KUizaAelYXtcew3w,0.388,0.595,1,-9.799,1,0.0325,0.663,5.58e-05,0.178,0.596,190.043,204213,4,1.0
5481,Arctic Monkeys,R U Mine? / Electricity,R U Mine?,6c5QZx2v9753q26g1Fvo2F,0.52,0.785,6,-4.765,0,0.0329,0.0468,0,0.698,0.679,96.996,200188,4,7.0
5482,The Kooks,Konk,Sway,40LGKU0kbnbx4NXEMhTTXT,0.397,0.772,2,-5.512,0,0.0453,0.124,0,0.107,0.615,152.376,216880,4,4.0
5483,Muse,The Resistance,Undisclosed Desires,0It6VJoMAare1zdV2wxqZq,0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,4,8.0
5484,AWOLNATION,Megalithic Symphony,Kill Your Heroes,7LJF6AtijSniUJpmZTqKRj,0.577,0.951,0,-6.351,1,0.0677,0.00768,0.000102,0.755,0.314,96.076,178840,4,7.0
5485,Coconut Records,Nighttiming,West Coast,2nvZv4qatgsDIbEqqbQLUT,0.532,0.597,10,-6.109,1,0.0261,0.464,0.000123,0.0643,0.345,80.031,210106,1,5.0
5486,The Kooks,Konk,Always Where I Need To Be,6gGSSrKMiV2yec1DrqGhhy,0.331,0.961,11,-4.627,1,0.0663,0.000146,0,0.322,0.882,168.355,161720,4,1.0
5487,The Naked And Famous,"Passive Me, Aggressive You",Punching In A Dream,5PtEpuVX03k9bOUwilL5EO,0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048,238133,4,19.0
